Ward,Division,WardDiv,Ward-Division,Top Bullet,Top Bullet Votes,Top Pair,Top Pair Votes,0 Votes,1 Votes,2 Votes,3 Votes,4 Votes,5 Votes,Neilson,Rizzo,Wyatt,Gym,Domb,Green,Steinke,Reynolds Brown,Goode,Aument-Loughrey,Cohen,Alexander,Thomas,Greenlee,Cain,Ayers,Write in,Wyatt & Neilson,Green & Greenlee,Green & Domb,Domb & Rizzo,Greenlee & Neilson,Neilson & Rizzo,Domb & Gym,Wyatt & Greenlee,Greenlee & Gym,Wyatt & Cohen,Green & Rizzo,Steinke & Rizzo,Steinke & Goode,Domb & Steinke,Green & Wyatt,Cohen & Gym,Reynolds-Brown & Neilson,Cohen & Thomas,Wyatt & Rizzo,Domb & Neilson,Wyatt & Gym,Domb & Wyatt,Gym & Thomas,Reynolds-Brown & Steinke,Wyatt & Steinke,Green & Gym,Steinke & Gym,Ayers & Gym,Domb & Reynolds-Brown,Green & Aument-Loughrey,Reynolds-Brown & Cohen,Gym & Neilson,Green & Neilson,Neilson & Goode,Domb & Aument & Loughrey,Steinke & Neilson,Green & Ayers,Aument-Loughrey & Gym,Green & Goode,Steinke & Cohen,Reynolds-Brown & Goode,Cohen & Neilson,Rizzo & Goode,Gym & Goode,Thomas & Goode,Greenlee & Rizzo,Domb & Greenlee,Ayers & Reynolds-Brown,Reynolds-Brown & Gym,Ayers & Aument-Loughrey,Reynolds-Brown & Thomas,Wyatt & Reynolds-Brown,Green & Cohen,Aument-Loughrey & Greenlee,Cohen & Cain,Gym & Rizzo,Ayers & Wyatt,Alexander & Cain,Ayers & Domb,Reynolds-Brown & Rizzo,Cain & Aument-Loughrey,Reynolds-Brown & Greenlee,Greenlee & Goode,Cain & Reynolds-Brown,Ayers & Cain,Ayers & Steinke,Green & Thomas,Aument-Loughrey & Rizzo,Cohen & Goode,Green & Cain,Cohen & Rizzo,Domb & Cohen,Neilson & Thomas,Domb & Thomas,Wyatt & Thomas,Cain & Gym,Cain & Rizzo,Ayers & Cohen,Alexander & Thomas,Rizzo & Thomas,Ayers & Alexander,Cohen & Greenlee,Steinke & Greenlee,Cain & Thomas,Alexander & Rizzo,Reynolds-Brown & Aument-Loughrey,Cain & Goode,Aument-Loughrey & Neilson,Alexander & Gym,Steinke & Aument-Loughrey,Cain & Steinke,Alexander & Wyatt,Aument-Loughrey & Thomas,Greenlee & Thomas,Ayers & Thomas,Alexander & Neilson,Alexander & Cohen,Ayers & Neilson,Aument-Loughrey & Cohen,Domb & Cain,Wyatt & Goode,Cain & Greenlee,Wyatt & Cain,Alexander & Goode,Alexander & Reynolds-Brown,Ayers & Goode,Reynolds-Brown & Green,Gym & Write-in,Ayers & Greenlee,Cain & Cohen,Alexander & Steinke,Wyatt & Aument-Loughrey,Cain & Neilson,Rizzo & Write-in,Alexander & Greenlee,Alexander & Aument-Loughrey,Thomas/Write & In,Green & Reynolds-Brown,Green & Alexander,Green & Steinke,Ayers & Rizzo,Alexander & Domb,Domb & Goode,Steinke & Thomas,Aument-Loughrey & Goode,Alexander & Write-In
2,18,0218,2-18,Domb,7,Aument-Loughrey & Rizzo,7,24,38,28,19,14,44,,10,1,12,7,2,3,,,,1,,,1,,1,,,,,1,,,3,,1,,,,,1,2,,,,,,1,2,,,,,6,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,7,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,0219,2-19,Gym,8,Tie: Domb & Wyatt/Steinke & Gym/Domb & Thomas/Steinke & Thomas,2,37,30,20,20,22,75,,1,1,8,5,2,3,2,2,,,,3,,,3,,,,,,,,,,,,,,,,,1,,,,,,2,,,,1,2,,,,,,,,,,1,,,,1,,,,1,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
2,20,0220,2-20,Tie: Gym/Domb/Cohen,3,Tie: Greenlee & Gym/Domb & Steinke/Domb & Reynolds-Brown,1,11,20,3,15,5,44,1,1,,3,3,2,,2,1,,3,2,,,,2,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,0221,2-21,Green,7,Tie: Domb & Gym/Steinke & Rizzo/Gym & Thomas/Domb & Reynolds-Brown/Green & Ayers/Thomas & Goode/Greenlee & Goode/Cohen & Goode/Cain & Rizzo/Ayers & Cohen,1,23,23,10,8,15,60,,,1,2,4,7,1,1,1,,,1,2,,1,2,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,0222,2-22,Steinke,7,Cohen & Gym,5,21,37,28,31,21,93,2,4,,12,4,2,7,2,1,1,,1,,,,1,,,1,,,,,2,,3,,,,1,1,,5,,,,,1,1,,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,
2,23,0223,2-23,Tie: Domb/Steinke,9,Tie: Domb & Gym/Steinke & Gym,3,21,48,23,18,24,110,,4,1,16,9,1,9,,1,3,1,1,,,1,1,,,,,,,,3,,,,,,,1,1,2,,,,,2,1,1,,1,2,3,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2,24,0224,2-24,Tie: Domb/Steinke,5,Steinke & Gym,6,24,44,19,19,19,87,,,4,23,5,2,5,,,,2,,2,,,1,,,,,1,,,2,,,,,1,,1,,1,,,,,2,1,1,,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,25,0225,2-25,Domb,8,Steinke & Gym,6,13,34,18,17,18,92,1,1,3,11,8,2,3,1,1,,,1,,1,1,,,,,,1,,,2,,,,,1,,2,1,1,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,26,0226,2-26,Steinke,5,Domb & Gym,4,27,36,20,23,26,121,,,1,17,11,,5,1,,,,,,,,,1,,,,2,,,4,,1,,,,,,,2,,1,,,,1,,2,,,1,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,27,0227,2-27,Steinke,7,Tie: Domb & Gym/Domb & Wyatt/Steinke & Gym,2,35,38,20,28,28,116,,1,1,5,10,1,7,2,1,,5,1,1,,1,2,,,,,,,,2,1,,,,1,,1,,,,,1,1,,2,1,,1,,2,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,0301,3-1,Tie: Domb/Reynolds Brown/Thomas,6,Thomas & Goode,5,41,46,14,14,9,35,,1,1,,6,16,,6,5,,,3,6,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,5,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
3,2,0302,3-2,Ayers,6,Tie: Green & Domb/Reynolds-Brown & Steinke/Reynolds-Brown & Goode/Green & Alexander,1,37,47,4,6,15,34,,,,1,4,21,,3,5,,,4,3,,,6,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
3,3,0303,3-3,Tie: Reynolds Brown/Ayers,7,Tie: Reynolds-Brown & Goode/Green & Reynolds-Brown,3,50,59,14,16,20,64,,,,,6,22,,7,6,,1,5,4,1,,7,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,,,1,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,
3,4,0304,3-4,Goode,6,Reynolds-Brown & Goode,4,63,67,18,21,18,41,,,,,4,12,,25,6,,,5,3,,1,10,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,3,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,1,1,2,,,,,,,
3,5,0305,3-5,Green,8,Tie: Greenlee & Gym/Green & Alexander,2,32,37,9,7,19,29,,,,2,3,8,,11,4,,,3,3,,,3,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,
3,6,0306,3-6,Ayers,7,Green & Ayers,3,48,55,10,14,13,49,,,1,1,6,20,,6,2,1,2,5,1,,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,
3,7,0307,3-7,Domb,8,Green & Goode,2,49,53,6,16,15,36,,,1,,8,19,1,5,5,,1,4,5,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,
3,8,0308,3-8,Alexander,7,Reynolds-Brown & Goode,2,39,43,9,16,18,47,,,2,2,4,14,,5,1,,,7,4,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,2,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,
3,9,0309,3-9,Thomas,7,Green & Alexander,4,46,60,20,21,17,72,,,3,,5,10,,10,6,,,5,7,,1,13,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,3,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,1,,,,,,,,,,4,,,,1,,,
3,10,0310,3-10,Reynolds Brown,9,Tie: Green & Ayers/Ayers & Alexander/Green & Alexander,2,55,64,12,19,13,37,,,2,,5,23,,9,4,,,15,1,,1,4,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
3,11,0311,3-11,Reynolds Brown,6,Reynolds-Brown & Goode,7,47,42,17,25,27,82,,1,4,1,4,11,,6,3,,,4,4,,,4,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,7,,1,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
3,12,0312,3-12,Ayers,9,Tie: Reynolds-Brown & Steinke/Green & Goode,2,30,60,14,12,18,48,,,3,2,3,16,,5,5,,,8,6,,3,9,,,,1,,1,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,2,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
3,13,0313,3-13,Ayers,9,Tie: Green & Domb/Green & Ayers,2,53,36,12,15,4,35,,,1,1,,10,,4,1,,,7,1,1,1,9,,,,2,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,
3,14,0314,3-14,Reynolds Brown,8,Reynolds-Brown & Thomas,3,53,59,17,7,20,92,1,,2,1,4,21,,8,2,,1,5,2,2,,10,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,
3,15,0315,3-15,Green,9,Thomas & Goode,4,30,44,16,20,21,61,1,1,,1,8,9,,5,2,,,5,5,,,7,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,4,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,
3,16,0316,3-16,Ayers,8,Tie: Reynolds-Brown & Goode/Reynolds-Brown & Thomas,3,50,50,17,19,31,66,,,1,3,2,12,,4,7,,1,5,5,,2,8,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,2,,,,3,,,,1,,,,,,3,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,
3,17,0317,3-17,Ayers,9,Green & Alexander,4,63,58,22,14,16,67,1,,1,4,6,21,,7,,,2,4,2,,1,9,,,,2,,,,,,,,1,,,1,2,,,,,,,,,,,,,,1,,,,1,,,,2,,,,2,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,,,
3,18,0318,3-18,Domb,8,Tie: Green & Ayers/Green & Reynolds-Brown,2,46,49,15,20,27,68,,1,3,1,8,14,1,5,3,1,1,1,1,,3,6,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,2,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,1,,,,,,,
3,19,0319,3-19,Alexander,9,Reynolds-Brown & Thomas,7,65,70,26,23,18,62,,1,2,1,2,25,,14,2,,,9,3,,,11,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,1,,,,,,,,1,,,,5,,,,,,,1,1,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,
3,20,0320,3-20,Reynolds Brown,7,Tie: Reynolds-Brown & Goode/Green & Reynolds-Brown,2,37,41,13,5,10,55,1,,2,,,16,,7,3,,1,2,1,,2,6,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,2,1,,,,,,,
3,21,0321,3-21,Alexander,6,Tie: Domb & Wyatt/Green & Ayers/Reynolds-Brown & Goode/Thomas & Goode/Ayers & Domb/Ayers & Cain/Neilson & Thomas/Aument-Loughrey & Cohen/Domb & Goode,1,36,41,9,9,8,25,1,1,1,1,2,17,1,5,3,,,6,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,
3,22,0322,3-22,Green,8,Tie: Domb & Gym/Cohen & Thomas/Reynolds-Brown & Goode/Gym & Goode/Reynolds-Brown & Thomas/Ayers & Domb/Green & Reynolds-Brown,1,46,26,7,9,6,39,1,,,3,1,8,,4,3,,,,4,,,2,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
4,1,0401,4-1,Goode,8,Green & Alexander,5,28,51,20,25,9,49,,,,,5,10,,6,8,,,4,3,3,,12,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,1,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,5,,,,2,,,
4,2,0402,4-2,Tie: Goode/Ayers,6,Green & Ayers,4,57,54,14,15,10,68,,,2,,5,23,1,4,6,,1,4,2,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,4,,,,1,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
4,3,0403,4-3,Domb,7,Tie: Reynolds-Brown & Goode/Green & Alexander,3,56,50,13,23,5,65,,,1,,7,18,1,6,2,,,4,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,3,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,
4,4,0404,4-4,Domb,6,Green & Wyatt,2,12,37,12,10,5,39,,,,,6,11,1,1,5,1,,3,4,,,5,,,,1,,,,,,,,,,,,2,,,,,,,,,1,,,,,1,,,,,,,,1,,1,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,
4,5,0405,4-5,Alexander,7,Green & Alexander,2,59,52,12,12,6,53,,,3,2,5,15,,5,2,,,7,4,1,2,6,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,
4,6,0406,4-6,Tie: Goode/Thomas/Ayers,4,Reynolds-Brown & Goode,4,48,40,13,19,12,53,,,1,,2,13,,10,4,,1,1,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,4,,,,1,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
4,7,0407,4-7,Ayers,8,Tie: Domb & Reynolds-Brown/Green & Alexander,3,70,58,23,16,12,67,,,,,5,16,,16,3,1,1,5,3,,,8,,,,1,,,,,,,,,,,,,1,,,,,,2,,,,,,,3,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,2,3,,,1,,,,
4,8,0408,4-8,Tie: Reynolds Brown/Alexander/Thomas,6,Reynolds-Brown & Thomas,2,56,69,10,20,14,53,1,1,,1,4,16,2,6,19,,2,6,6,,1,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,
4,9,0409,4-9,Reynolds Brown,8,Reynolds-Brown & Goode,3,42,43,14,20,21,67,,,2,,3,15,1,8,3,1,,4,4,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,3,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,
4,10,0410,4-10,Ayers,8,Thomas & Goode,4,35,44,13,15,14,69,,1,2,3,4,6,,6,4,,,3,6,,1,8,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,1,,,1,,,1,,,,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,
4,11,0411,4-11,Tie: Domb/Alexander,8,Reynolds-Brown & Goode,4,32,54,24,8,6,75,,,1,2,8,15,,6,2,,1,8,7,,1,3,,,1,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,1,,,,,,,3,,1,,4,,,,1,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,3,,,1,,,,
4,12,0412,4-12,Tie: Reynolds Brown/Ayers,6,Reynolds-Brown & Steinke,2,26,37,12,15,5,67,1,,2,3,,12,1,6,2,,,3,1,,,6,,,,,,,,1,,,,,,,,,,1,,,,,,,2,,,,,,,1,,,,,,1,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,
4,13,0413,4-13,Reynolds Brown,9,Green & Ayers,2,68,60,8,23,7,67,,,2,,5,23,1,9,4,,,4,4,,1,7,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,
4,14,0414,4-14,Reynolds Brown,7,Tie: Green & Ayers/Reynolds-Brown & Goode,2,36,62,11,10,6,61,,,,1,2,15,1,7,1,,,27,,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,
4,15,0415,4-15,Reynolds Brown,9,Tie: Reynolds-Brown & Goode/Reynolds-Brown & Thomas/Alexander & Reynolds-Brown/Green & Alexander,2,29,57,17,15,13,48,,,,2,10,5,,9,4,,,23,1,1,,2,,,,1,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,1,,2,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,1,,,,
4,16,0416,4-16,Tie: Greenlee/Ayers,8,Reynolds-Brown & Gym,3,54,65,14,9,12,52,,,2,10,3,14,,7,3,,,6,3,8,1,8,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,1,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,,1,,,
4,17,0417,4-17,Ayers,8,Tie: Reynolds-Brown & Steinke/Domb & Reynolds-Brown/Green & Reynolds-Brown,2,48,50,16,20,11,63,1,,2,5,7,15,,5,3,1,,2,1,,,8,,,,,,,,,,,,1,,,,,,,,,,,1,1,2,,,,,2,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,2,1,,,,1,,,
4,18,0418,4-18,Domb,9,Tie: Green & Ayers/Reynolds-Brown & Goode,3,35,74,17,19,14,59,,,3,,9,26,,7,4,,4,6,1,1,2,11,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,,1,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,
4,19,0419,4-19,Ayers,5,Tie: Green & Domb/Reynolds-Brown & Neilson/Green & Goode/Reynolds-Brown & Goode/Domb & Cain/Green & Alexander,1,43,30,6,10,4,39,,,,,2,13,,3,1,,2,4,,,,5,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
4,20,0420,4-20,Tie: Domb/Reynolds Brown,7,Tie: Reynolds-Brown & Goode/Thomas & Goode/Green & Alexander,2,51,49,16,12,11,49,1,2,2,,7,15,,7,,,1,5,3,,,6,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,2,,,,2,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,,,
4,21,0421,4-21,Tie: Domb/Thomas,7,Green & Ayers,4,33,44,19,20,21,93,,1,1,1,7,10,,6,3,,,2,7,,,6,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,1,,,,,,4,,,,,,1,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,1,,,
5,1,0501,5-1,Steinke,8,Steinke & Gym,6,24,40,24,30,46,151,,,2,3,20,2,8,,1,,3,,,,,1,,,,2,,,,2,,,,,,,1,1,1,,,,,,1,,1,,,6,,,,,,,,,,2,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,
5,2,0502,5-2,Steinke,6,Domb & Steinke,5,17,31,20,19,30,88,,,2,5,15,1,6,1,1,,,,,,,,,,,,3,,,4,,,,,,,5,,,,,,,1,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,0503,5-3,Steinke,5,Domb & Steinke,7,10,25,22,14,38,119,,,,,18,1,5,,,,1,,,,,,,,,,3,,,3,,,,,,,7,,1,,,,,,1,,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
